,Full Name,Born,Age,Batting Style,Bowling Style,id,Playing Role,Fielding Position,Died,Also Known As,Education,Other,Nicknames,Height
0,Michael John Powell,"February 03, 1977, Abergavenny, Monmouthshire",46y 245d,Right hand Bat,Right arm Offbreak,18593,Middle order Batter,,,,"Crickhowell Secondary School, Pontypool School",,Powelly,6ft 1in
0,Matthew James Prior,"February 26, 1982, Johannesburg, Transvaal, South Africa",41y 222d,Right hand Bat,,18675,Wicketkeeper Batter,Wicketkeeper,,,"Brighton College, East Sussex",,,5ft 11in
0,Michael John Procter,"September 15, 1946, Durban, Natal",77y 21d,Right hand Bat,Right arm Fast,46793,,,,,"Hilton College, Natal",Referee,"Prock, Procky",
0,Martin John Saggers,"May 23, 1972, King's Lynn, Norfolk",51y 136d,Right hand Bat,Right arm Fast medium,20040,,,,,Springwood High School; Huddersfield University,Umpire,Saggs,6ft 2in
0,Mitchell Josef Santner,"February 05, 1992, Hamilton",31y 243d,Left hand Bat,Slow Left arm Orthodox,502714,Bowling Allrounder,,,,,,,
0,Michael Jonathon Slater,"February 21, 1970, Wagga Wagga, New South Wales",53y 227d,Right hand Bat,Right arm Medium,7629,Opening Batter,,,,,Commentator,,
0,Michael James Stewart,"September 16, 1932, Herne Hill, London",91y 20d,Right hand Bat,Right arm Medium,20376,,,,,,,,
0,Manfred John Susskind,"June 08, 1891, Johannesburg, Transvaal",,Right hand Bat,,47259,,Wicketkeeper,"July 09, 1957, Johannesburg, Transvaal, (aged 66y 31d)",,University College School; Cambridge University,,,
0,Mitchell Joseph Swepson,"October 04, 1993",30y 2d,Right hand Bat,Legbreak,590326,Bowler,,,,,,,
0,Mohammad Kaif,"December 01, 1980, Allahabad, Uttar Pradesh",42y 309d,Right hand Bat,Right arm Offbreak,29990,Batter,,,,,,,
0,Martin Kristoffer Andersson,"September 06, 1996, Reading, Berkshire",27y 30d,Right hand Bat,Right arm Medium,641385,Batting Allrounder,,,,,,,
0,Marizanne Kapp,"January 04, 1990, Port Elizabeth, Cape Province",33y 275d,Right hand Bat,Right arm Medium,351836,Allrounder,,,,"Kabega PS, D.F Malherbe",,Kappie,
0,Murali Kartik,"September 11, 1976, Madras (now Chennai), Tamil Nadu",47y 25d,Left hand Bat,Slow Left arm Orthodox,30049,Bowler,,,,,,,6ft 
0,Merenna Koralage Don Ishara Amerasinghe,"March 05, 1978, Colombo",45y 215d,Right hand Bat,Right arm Fast medium,48139,Bowler,,,,,,,
0,Michael Kelsey Elgie,"March 06, 1933, Berea, Durban, Natal",90y 214d,Right hand Bat,Slow Left arm Orthodox,44955,,,,,,,,
0,Matthew Kelly,"December 07, 1994, Claremont, Western Australia",28y 303d,Right hand Bat,Right arm Fast medium,638912,Bowler,,,,,,,
0,Mataramba Kanaththa Gamage Chamila Premanath Lakshitha,"January 04, 1979, Unawatuna",44y 275d,Right hand Bat,Right arm Fast medium,49598,Bowler,,,,"Richmond College, Galle",,,5ft 11in
0,Masabata Marie Klaas,"February 03, 1991, Botshabelo",32y 245d,Right hand Bat,Right arm Medium,364368,Bowler,,,,,,,
0,Mahipal Krishan Lomror,"November 16, 1999, Nagaur, Rajasthan",23y 324d,Left hand Bat,Slow Left arm Orthodox,853265,Allrounder,,,,,,,
0,Madhav Krishnaji Mantri,"September 01, 1921, Nasik, Maharashtra",,Right hand Bat,Right arm Medium,30950,,Wicketkeeper,"May 23, 2014, Mumbai, (aged 92y 264d)",,,,,
0,Manish Krishnanand Pandey,"September 10, 1989, Nainital, Uttaranchal",34y 26d,Right hand Bat,Right arm Medium,290630,Top order Batter,,,,,,,
0,Manoj Kumar Tiwary,"November 14, 1985, Howrah, Bengal",37y 326d,Right hand Bat,Legbreak Googly,35565,Batter,,,,,,,
0,Mady Kate Villiers,"August 26, 1998, Havering, Essex",25y 41d,Right hand Bat,Right arm Offbreak,874173,Bowling Allrounder,,,,,,,
0,Marnus Labuschagne,"June 22, 1994, Klerksdorp, North West Province, South Africa",29y 106d,Right hand Bat,Legbreak,787987,Batter,,,,,,,
0,Mitch Lane,,,,,1083687,,,,,,Referee,,
0,Madhavrao Laxmanrao Apte,"October 05, 1932, Bombay (now Mumbai), Maharashtra",,Right hand Bat,Right arm Bowler,26269,,,"September 23, 2019, Mumbai, Maharashtra, (aged 86y 353d)",,,,,
0,Maurice Linton Churchill Foster,"May 09, 1943, Retreat, St Mary, Jamaica",80y 150d,Right hand Bat,Right arm Offbreak,51793,,,,,,,,
0,Miguel Lamar Cummins,"September 05, 1990, St. Michael, Barbados",33y 31d,Left hand Bat,Right arm Fast medium,556749,Bowler,,,,,,,
0,Morris Leyland,"July 20, 1900, New Park, Harrogate, Yorkshire",,Left hand Bat,Slow Left arm Orthodox,16287,,,"January 01, 1967, Scotton Banks, Harrogate, Yorkshire, (aged 66y 165d)",,,,,
0,Madeline Lee Green,"October 20, 1992, Auckland",30y 351d,Right hand Bat,Right arm Offbreak,438265,Middle order Batter,,,,,,,
0,Matthew Lawrence Hayden,"October 29, 1971, Kingaroy, Queensland",51y 342d,Left hand Bat,Right arm Medium,5616,Opening Batter,,,,,Administrator,Haydos,1.88 m
0,Motganhalli Laxminarsu Jaisimha,"March 03, 1939, Secunderabad, Andhra Pradesh",,Right hand Bat,Right arm Offbreak,29663,Opening Batter,,"July 06, 1999, Sanikpuri, Secunderabad, Andhra Pradesh, (aged 60y 125d)",,,"Coach, Administrator",,
0,Martin Lloyd Love,"March 30, 1974, Mundubbera, Queensland",49y 190d,Right hand Bat,Right arm Offbreak,6321,Top order Batter,,,,Mundubbera State; Mundubbera High; Toowoomba Grammar,,Orm,1.83 m
0,Mluleki Luke Nkala,"April 01, 1981, Bulawayo",42y 188d,Right hand Bat,Right arm Medium,55663,Bowler,,,,,,,
0,Milford Laurenson Page,"May 08, 1902, Lyttelton, Christchurch, Canterbury",,Right hand Bat,Right arm Slow,38109,,,"February 13, 1987, Christchurch, Canterbury, (aged 84y 281d)",,Christchurch Boys' High School,,,
0,Matthew Liam Revis,"November 15, 2001, Steeton, Yorkshire",21y 325d,Right hand Bat,Right arm Medium fast,1150021,Batter,,,,,,,
0,Megan Schutt,"January 15, 1993, Adelaide, South Australia",30y 264d,Right hand Bat,Right arm Fast medium,420314,Bowler,,,,,,,
0,Murphy Logo Su'a,"November 07, 1966, Wanganui",56y 333d,Left hand Bat,Left arm Fast medium,38409,,,,,,,,
0,Mahela Lakmal Udawatte,"July 19, 1986, Colombo",37y 79d,Left hand Bat,Right arm Offbreak,50802,Batter,,,,"Ananda College, Colombo",,,5ft 8in
0,Moeen Munir Ali,"June 18, 1987, Birmingham",36y 110d,Left hand Bat,Right arm Offbreak,8917,Batting Allrounder,,,,Moseley School,,Moe,6ft 
0,Mithun Manhas,"October 12, 1979, Jammu",43y 359d,Right hand Bat,Right arm Offbreak,31001,Allrounder,Wicketkeeper,,,,,,
0,Mayank Markande,"November 11, 1997, Bathinda, Punjab",25y 329d,Right hand Bat,Legbreak,1081442,Bowler,,,,,,,
0,Mpumelelo Mbangwa,"June 26, 1976, Plumtree, Matabeleland",47y 102d,Right hand Bat,Right arm Fast medium,55584,Bowler,,,,,"Coach, Commentator",,
0,Michael Miller English,"May 02, 1995, Paisley",28y 157d,Right hand Bat,Right arm Medium,470900,Top order Batter,,,,,,,
0,Meghann Moira Lanning,"March 25, 1992, Singapore",31y 195d,Right hand Bat,Right arm Medium,329336,Top order Batter,,,,,,,
0,Matshipi Marcia Letsoalo,"April 11, 1984, Phalaborwa, Northern Province",39y 178d,Right hand Bat,Right arm Medium,276682,,,,,,,,
0,Morne Morkel,"October 06, 1984, Vereeniging, Transvaal",39y ,Left hand Bat,Right arm Fast,46538,Bowler,,,,,,,
0,Minal Mahesh Patel,"July 07, 1970, Bombay (now Mumbai), Maharashtra, India",53y 91d,Right hand Bat,Slow Left arm Orthodox,18458,,,,,"Dartford GS, Manchester Polytechnic",,Diamond,5ft 7in
0,Munaf Musa Patel,"July 12, 1983, Ikhar, Gujarat",40y 86d,Right hand Bat,Right arm Medium fast,32965,Bowler,,,,,,,
0,Mohit Mahipal Sharma,"September 18, 1988, Ballabhgarh, Haryana",35y 18d,Right hand Bat,Right arm Medium,537119,Bowler,,,,,,,
0,Man Mohan Sood,"July 06, 1939, Lahore, Punjab",,Right hand Bat,,34090,,,"January 19, 2020 (aged 80y 197d)",,,,,
0,Muthiah Muralidaran,"April 17, 1972, Kandy",51y 172d,Right hand Bat,Right arm Offbreak,49636,Bowler,,,"Muttiah Muralitharan, Murali","St Anthony's College, Kandy",,,5ft 7in
0,Mika Mutumbe,"August 23, 1989, Namibia",34y 44d,Left hand Bat,Right arm Medium,536336,Bowler,,,,,,,
0,Mfuneko Ngam,"January 29, 1979, Middledrift, Cape Province",44y 250d,Right hand Bat,Right arm Fast,46599,,,,,,,,
0,Matthew Norman Hart,"May 16, 1972, Hamilton, Waikato",51y 143d,Left hand Bat,Slow Left arm Orthodox,37237,Bowler,,,,,,,
0,Mohammad Nissar,"August 01, 1910, Hoshiarpur, Punjab",,Right hand Bat,Right arm Fast medium,31791,,,"March 11, 1963, Lahore, Punjab, Pakistan, (aged 52y 222d)",,,,,
0,Mark Nicholas Lathwell,"December 26, 1971, Bletchley, Buckinghamshire",51y 284d,Right hand Bat,Right arm Medium,16212,,,,,Braunton Comprehensive,,"Lathers, Rowdy, Trough",5ft 8in
0,Mohammed Nawfer Mohammed Aslam,"August 27, 1990, Kalubowila",33y 40d,Right hand Bat,Left arm Slow,359649,Allrounder,,,,"Lumbini Collage, Colombo 5",,,
0,Mohamed Naveed Nawaz,"September 20, 1973, Colombo",50y 16d,Left hand Bat,Legbreak,49767,,,,,,,,
0,Muthuthantrige Nilantha Rohana Cooray,"January 20, 1978, Moratuwa",45y 259d,Right hand Bat,Legbreak,48375,,,,,,,,
0,Marlon Nathaniel Samuels,"February 05, 1981, Kingston, Jamaica",42y 243d,Right hand Bat,Right arm Offbreak,52983,Top order Batter,,,,,,,
0,Manender Narender Singh,"January 02, 1996, Jaipur, Rajasthan",27y 277d,Right hand Bat,,940747,,Wicketkeeper,,,,,,
0,Makhaya Ntini,"July 06, 1977, Mdingi, nr King William's Town, Cape Province",46y 92d,Right hand Bat,Right arm Fast,46592,Bowler,,,George,,,,
0,Malcolm Noel Waller,"September 28, 1984, Harare",39y 8d,Right hand Bat,Right arm Offbreak,55872,Batter,,,,,,,
0,Moakumzuk Tzudir,"October 16, 1995",27y 355d,Right hand Bat,Right arm Medium,1202554,,,,,,,,
0,Michael Owayne Frew,"December 15, 1997, Westmoreland, Jamaica",25y 295d,Right hand Bat,Right arm Offbreak,820679,,,,,,,,
0,Mohamed Arief Jamaludeen,"February 10, 1988",35y 238d,Right hand Bat,Right arm Medium,1150884,,,,,,,,
0,Mohammad Abbas,"March 10, 1990, Sialkot, Punjab",33y 210d,Right hand Bat,Right arm Medium fast,389666,Bowler,,,,,,,
0,Mohammad Aftab,"August 14, 1996, Lahore, Punjab",27y 53d,Left hand Bat,Left arm Medium fast,625538,,,,,,,,
0,Mohammad Amir,"April 13, 1992, Gujjar Khan, Punjab",31y 176d,Left hand Bat,Left arm Fast medium,290948,Bowler,,,Mohammad Aamer,,,,
0,Mohammad Amir Khan,"September 09, 2001, Swat",22y 27d,Right hand Bat,Right arm Medium,1206240,Bowler,,,,,,,
0,Mohammad Aslam Khokhar,"January 05, 1920, Lahore, Punjab",,Right hand Bat,Legbreak,41283,,,"January 22, 2011, Lahore, (aged 91y 17d)",Mohammad Aslam,,Umpire,,
0,Mohammad Hafeez,"October 17, 1980, Sargodha, Punjab",42y 354d,Right hand Bat,Right arm Offbreak,41434,Allrounder,,,,,,,
0,Mohammad Hasnain,"April 05, 2000, Hyderabad",23y 184d,Right hand Bat,Right arm Fast,1158100,Bowler,,,,,,,
0,Mohammad Ilyas Mahmood,"March 19, 1946, Lahore, Punjab",77y 201d,Right hand Bat,Legbreak,41286,,,,,,,,
0,Mohammad Imran Randhawa,"December 25, 1996, Khanewal",26y 285d,Right hand Bat,Right arm Medium,916727,Allrounder,,,,,,,
0,Mohammad Irfan,"June 06, 1982, Gaggu Mandi, Punjab",41y 122d,Right hand Bat,Left arm Fast,429981,Bowler,,,,,,,7ft 1in
0,Mohammad Mithun,"March 02, 1991",32y 218d,Right hand Bat,,269237,Top order Batter,Wicketkeeper,,,,,,
0,Mohammad Nabi,"January 01, 1985, Loger, Afghanistan",38y 278d,Right hand Bat,Right arm Offbreak,25913,Allrounder,,,,,,,
0,Mohammad Nadeem,"September 04, 1982, Sialkot, Pakistan",41y 32d,Right hand Bat,Right arm Medium fast,41984,Allrounder,,,,,,,
0,Mohammad Naim Sheikh,"August 22, 1999, Dhaka South",24y 45d,Left hand Bat,,990081,Opening Batter,,,,,,,
0,Mohammad Naveed,"June 03, 1987",36y 125d,Right hand Bat,Right arm Medium,533862,Bowler,,,,,,,
0,Mohammad Nawaz,"March 21, 1994, Rawalpindi, Punjab",29y 199d,Left hand Bat,Slow Left arm Orthodox,348148,Allrounder,,,,,,,
0,Mohammad Nazir,"March 08, 1946, Rawalpindi, Punjab",77y 212d,Right hand Bat,Right arm Offbreak,41294,,,,Nazir jr,,Umpire,,
0,Mohammad Ronak,"February 15, 1997, Gangtok, Sikkim",26y 233d,Right hand Bat,Left arm Medium fast,1246524,,,,,,,,
0,Mohammad Saifuddin,"November 01, 1996, Feni, Chittagong",26y 339d,Left hand Bat,Right arm Medium fast,629070,Bowling Allrounder,,,,,,,
0,Mohammad Salman,"August 07, 1981, Karachi, Sindh",42y 60d,Right hand Bat,Legbreak,41481,Wicketkeeper Batter,Wicketkeeper,,,,,,
0,Mohammad Sami,"February 24, 1981, Karachi, Sind",42y 224d,Right hand Bat,Right arm Fast,41324,Bowler,,,,,,,
0,Mohammad Shahid,"November 01, 1988, Narayanganj",34y 339d,Right hand Bat,Right arm Medium fast,537154,Bowler,,,Mohammad Shoaid,,,,
0,Mohammad Shahzad Mohammadi,"January 10, 1987, Nangarhar, Afghanistan",36y 269d,Right hand Bat,,419873,Wicketkeeper Batter,Wicketkeeper,,Shehzad Mohammadi,,,,5ft 3in
0,Mohammad Shakeel Ahmed,"November 12, 1971, Daska, Punjab",51y 328d,Right hand Bat,Right arm Offbreak,42648,,Wicketkeeper,,,,,,
0,Mohammad Sharif,"December 12, 1985, Narayanganj, Dhaka",37y 298d,Right hand Bat,Right arm Medium fast,55986,,,,,,,,5ft 6in
0,Mohammad Talha,"October 15, 1988, Faisalabad, Punjab",34y 356d,Right hand Bat,Right arm Medium fast,227771,Bowler,,,,,,,
0,Mohammad Tauqir,"January 14, 1972, Dubai",51y 265d,Right hand Bat,Right arm Offbreak,25601,Bowler,,,,,,,
0,Mohammad Umar Burki,"December 10, 1998, Dera Ismail Khan, Khyber-Pakhtunkhwa Province",24y 300d,Right hand Bat,,922945,,,,,,,,
0,Mohammed Awais Malik,"October 23, 1982",40y 348d,Right hand Bat,Right arm Medium,1058212,,,,,,,,
0,Mohammed Shami Ahmed,"September 03, 1990, Amroha, Uttar Pradesh",33y 33d,Right hand Bat,Right arm Fast,481896,Bowler,,,,,,,
0,Mohammed Siraj,"March 13, 1994, Hyderabad",29y 207d,Right hand Bat,Right arm Fast,940973,Bowler,,,,,,,
0,Mohammed Taha,"November 02, 1993, Bangalore, Karnataka",29y 338d,Right hand Bat,Right arm Offbreak,777529,Opening Batter,,,,,,,
0,Mohd Israr Azeem Khan,"August 02, 1990, Saharanpur, Uttar Pradesh",33y 65d,Right hand Bat,Right arm Medium,795005,,,,,,,,
0,Mohit Pradeep Jain,"March 29, 1999, Udaipur, Rajasthan",24y 191d,Right hand Bat,,1287018,,,,,,,,
0,Mohit Ravi Kumar,"November 10, 1998, Gaya, Bihar",24y 330d,Right hand Bat,Right arm Medium fast,1246475,,,,,,,,
0,Mohsin Hasan Khan,"March 15, 1955, Karachi, Sind",68y 205d,Right hand Bat,Right arm Medium,41303,Opening Batter,,,,,,,
0,Mominul Haque,"September 29, 1991, Cox's Bazar",32y 7d,Left hand Bat,Slow Left arm Orthodox,373696,Middle order Batter,,,Muminul Showrav,,,Showrab,
0,Monu Kumar Singh,"November 05, 1994, Ranchi, Bihar",28y 335d,Right hand Bat,Right arm Medium,694209,Bowling Allrounder,,,Monu Kumar,,,,
0,Mosabbek Hossain Shaan,"October 15, 1998, Mymensingh",24y 356d,Right hand Bat,Right arm Offbreak,858603,,,,,,,Sun,5ft 9in
0,Mosaddek Hossain Saikat,"December 10, 1995, Mymensingh",27y 300d,Right hand Bat,Right arm Offbreak,550133,Middle order Batter,,,,,,Saikat,
0,Martin Paul Bicknell,"January 14, 1969, Guildford, Surrey",54y 265d,Right hand Bat,Right arm Fast medium,9089,,,,,Robert Haining County Secondary,,Bickers,6ft 4in
0,Montague Parker Bowden,"November 01, 1865, Stockwell, Surrey",,Right hand Bat,,9171,,Wicketkeeper,"February 19, 1892, Umtali (now Mutare), Mashonaland, Rhodesia, (aged 26y 110d)",,Dulwich College,,,
0,Martin Paterson Donnelly,"October 17, 1917, Ngaruawahia, Waikato",,Left hand Bat,Slow Left arm Orthodox,36832,,,"October 22, 1999, Sydney, New South Wales, Australia, (aged 82y 5d)",,,,,
0,Matthew Peter Dunn,"May 05, 1992, Egham, Surrey",31y 154d,Left hand Bat,Right arm Fast,414108,Bowler,,,,,,,
0,Madeline Marie Penna,"August 30, 2000",23y 37d,Right hand Bat,Legbreak,1201476,Bowler,,,,,,,
0,Maurius Pacheco Fernandes,"August 12, 1897, Georgetown, Demerara, British Guiana",,Right hand Bat,,51789,,,"May 08, 1981, Georgetown, Demerara, Guyana, (aged 83y 269d)",,,,,
0,Matthew P Hall,,,,,432391,,,,,,Umpire,,
0,Malcolm Peter Jarvis,"December 06, 1955, Fort Victoria (now Masvingo), Masvingo",67y 304d,Right hand Bat,Left arm Medium fast,55525,,,,Mallie,,Coach,,
0,Matthew Paul Kuhnemann,"September 20, 1996",27y 16d,Left hand Bat,Slow Left arm Orthodox,774219,Bowler,,,,,,,
0,Matthew Peter Maynard,"March 21, 1966, Oldham, Lancashire",57y 199d,Right hand Bat,Right arm Medium,16951,,Wicketkeeper,,,,,,
0,Maxwell Patrick O'Dowd,"March 04, 1994, Auckland",29y 216d,Right hand Bat,Right arm Offbreak,643197,Opening Batter,,,,"Westlake Boys High School, Auckland",,,
0,Manoj Prabhakar,"April 15, 1963, Ghaziabad, Uttar Pradesh",60y 174d,Right hand Bat,Right arm Medium,32323,Bowling Allrounder,,,,,,,
0,Manyala Pranith,"September 08, 1993, Visakhapatnam",30y 28d,Left hand Bat,Right arm Offbreak,1071326,,,,,,,,
0,Muralikrishna Prasidh Krishna,"February 19, 1996, Bangalore, Karnataka",27y 229d,Right hand Bat,Right arm Fast medium,917159,Bowler,,,,,,,
0,Marcus Peter Stoinis,"August 16, 1989, Perth",34y 51d,Right hand Bat,Right arm Medium,325012,Batting Allrounder,,,,,,,
0,Michael Paul Vaughan,"October 29, 1974, Salford, Manchester",48y 342d,Right hand Bat,Right arm Offbreak,22182,Opening Batter,,,,"Silverdale Comprehensive, Sheffield",Commentator,"Frankie, Virgil",6ft 2in
0,Mark Richard Adair,"March 27, 1996, Holywood, Northern Ireland",27y 193d,Right hand Bat,Right arm Fast medium,526441,Bowling Allrounder,,,,,,Sparky,
0,Michael Ragoonath,"April 23, 1967, Trinidad",56y 166d,,,714663,,,,,,Referee,,
0,Merissa Ria Aguilleira,"December 14, 1985, Trinidad",37y 296d,Right hand Bat,,355348,Opening Batter,Wicketkeeper,,,,,,
0,Mithali Dorai Raj,"December 03, 1982, Jodhpur, Rajasthan",40y 307d,Right hand Bat,Legbreak,54273,Top order Batter,,,,,,,
0,Mahesh Rawat,"October 25, 1985, Faridabad",37y 346d,Right hand Bat,,33440,Wicketkeeper Batter,Wicketkeeper,,,,,,
0,Mark Richard Benson,"July 06, 1958, Shoreham-by-Sea, Sussex",65y 92d,Left hand Bat,Right arm Offbreak,9074,,,,,Sutton Vallence School,Umpire,Benny,5ft 9in
0,Michael Robin Bynoe,"February 23, 1941, Alleynedale, Black Rock, St Michael, Barbados",82y 225d,Right hand Bat,Left arm Medium,51242,,,,,,,,
0,Mapa Rallalage Chandima Niroshan Bandaratilleke,"May 16, 1975, Colombo",48y 143d,Right hand Bat,Slow Left arm Orthodox,48298,,,,,,,,
0,Mark Raymond Gillespie,"October 17, 1979, Wanganui",43y 354d,Right hand Bat,Right arm Fast medium,37111,Bowler,,,,,,,
0,Mervyn Roye Harvey,"April 29, 1918, Broken Hill, New South Wales",,Right hand Bat,,5600,,,"March 18, 1995, Footscray, Victoria, (aged 76y 323d)",,,,,
0,Michael Robert John Veletta,"October 30, 1963, Subiaco, Perth, Western Australia",59y 341d,Right hand Bat,,8105,Opening Batter,Wicketkeeper,,,,Coach,,
0,Mark Robert James Watt,"July 29, 1996, Eastern General Hospital, Edinburgh",27y 69d,Left hand Bat,Slow Left arm Orthodox,659081,Bowler,,,,,,,
0,Mitchell Ross Marsh,"October 20, 1991, Attadale, Perth",31y 351d,Right hand Bat,Right arm Medium,272450,Allrounder,,,,,,,
0,Mona Rajesh Meshram,"September 30, 1991, Nagpur",32y 6d,Right hand Bat,Right arm Medium,490624,Middle order Batter,,,,,,,
0,Matthew Richard Quinn,"February 28, 1993, Auckland",30y 220d,Right hand Bat,Right arm Medium fast,559065,Bowler,,,,,,,
0,Mark Ravin Ramprakash,"September 05, 1969, Bushey, Hertfordshire",54y 31d,Right hand Bat,Right arm Offbreak,19323,Top order Batter,,,,"Gayton High School, Harrow Weald 6th Form College",,"Ramps, Bloodaxe",5ft 10in
0,Mohit Rajesh Raut,"January 20, 1998, Akola, Vidarbha, Maharatra",25y 259d,Right hand Bat,Slow Left arm Orthodox,1246455,,,,,,,,
0,Madhusudan Ramachandra Rege,"March 18, 1924, Panvel, Maharashtra",,Right hand Bat,Right arm Offbreak,33164,,,"December 16, 2013 (aged 89y 273d)",,,,,
0,Michael Richard Swart,"October 01, 1982, Subiaco, Perth, Western Australia",41y 5d,Right hand Bat,Right arm Offbreak,308794,Middle order Batter,,,,,,,
0,Michael Roy Whitney,"February 24, 1959, Surry Hills, Sydney, New South Wales",64y 224d,Right hand Bat,Left arm Fast medium,8220,Bowler,,,,,,,
0,M Sajeevan Akhil,"March 05, 1991, ripunithura, Ernakulam, Kerala",32y 215d,Right hand Bat,,425944,,,,,,,,
0,Marvan Samson Atapattu,"November 22, 1970, Kalutara",52y 318d,Right hand Bat,Legbreak,48124,Batter,,,,,Coach,,
0,Mark Savage,"January 31, 1967",56y 248d,,,1223999,,,,,,Umpire,,
0,Manoj Shivaramsa Bhandage,"October 05, 1998, Raichur, Karnataka",25y 1d,Left hand Bat,Right arm Medium fast,1057399,Allrounder,,,,,,,
0,Manvinder Sultansingh Bisla,"December 27, 1984, Hisar, Haryana",38y 283d,Right hand Bat,,27280,Wicketkeeper,Wicketkeeper,,,,,,
0,Mark Sinclair Chapman,"June 27, 1994, Hong Kong",29y 101d,Left hand Bat,Slow Left arm Orthodox,438563,Allrounder,,,,"King's College, Auckland",,,
0,Mason Sidney Crane,"February 18, 1997, Shoreham-by-Sea, Sussex",26y 230d,Right hand Bat,Legbreak Googly,660889,Bowler,,,,,,,
0,Mahendra Singh Dhoni,"July 07, 1981, Ranchi, Bihar (now Jharkhand)",42y 91d,Right hand Bat,Right arm Medium,28081,Wicketkeeper Batter,Wicketkeeper,,Mahi,,,,
0,Manpreet Singh Gony,"January 04, 1984, Roopnagar, Punjab",39y 275d,Right hand Bat,Right arm Medium,317293,Bowler,,,,,,,
0,,,,,,362418,,,,,,,,
0,Masood Shahrukh Khan,"May 27, 1995, Chennai, Tamil Nadu",28y 132d,Right hand Bat,Right arm Offbreak,719719,Batter,,,,,,,
0,Manohar Shankar Hardikar,"February 08, 1936, Baroda, Gujarat",,Right hand Bat,"Right arm Medium, Right arm Offbreak",29268,,,"February 04, 1995, Bombay (now Mumbai), Maharashtra, (aged 58y 361d)",,,,,
0,Marcus Sinclair Harris,"July 21, 1992, Perth",31y 77d,Left hand Bat,,434813,Opening Batter,,,,,,,
0,Mordecai Sherwin,"February 26, 1851, Greasley, Nottinghamshire",,Right hand Bat,Right arm Fast,20167,,Wicketkeeper,"July 03, 1910, Nottingham, (aged 59y 127d)",,,Umpire,,
0,Mohit Shamshersingh  Hooda,"August 19, 1998, Jhajjar, Haryana",25y 48d,Right hand Bat,Right arm Medium,943035,Top order Batter,,,,,,,
0,Milton Shumba,"October 19, 2000, Chitungwiza",22y 352d,Left hand Bat,Slow Left arm Orthodox,951781,Top order Batter,,,,,,,
0,Michael Scott Kasprowicz,"February 10, 1972, South Brisbane, Queensland",51y 238d,Right hand Bat,Right arm Fast medium,6126,Bowler,,,,,,Kasper,1.94 m
0,Myschia Subatchia Kethlyn George,"September 10, 1985",38y 26d,Right hand Bat,,474321,,,,,,,,
0,Mannava Sri Kanth Prasad,"April 24, 1975, Guntur, Andhra Pradesh",48y 165d,Right hand Bat,,32346,,Wicketkeeper,,,,,,
0,Morris Stanley Nichols,"October 06, 1900, Stondon Massey, Essex",,Left hand Bat,Right arm Fast,18021,,,"January 26, 1961, Newark, Nottinghamshire, (aged 60y 112d)",,,,,
0,Mudhsuden Singh Panesar,"April 25, 1982, Luton, Bedfordshire",41y 164d,Left hand Bat,Slow Left arm Orthodox,18655,Bowler,,,,"Bedford Modern School, Stopsley High School, Luton, Bedfordshire; Loughborough University",,,6ft 1in
0,Michael-Kyle Steven Pepper,"June 25, 1998, Harlow, Essex",25y 103d,Right hand Bat,,772293,Wicketkeeper Batter,Wicketkeeper,,,,,,
0,Monique Sarah Rees,"September 29, 2000, Wellington",23y 7d,Right hand Bat,Right arm Medium,1126843,,,,,,,,
0,Mohammad Shahbaz Hussain,"December 09, 1996,  Bilaspur, Madhya Pradsesh",26y 301d,Right hand Bat,,1247001,,Wicketkeeper,,,,,,
0,Mathew Stuart Sinclair,"November 09, 1975, Katherine, Australia",47y 331d,Right hand Bat,Right arm Medium,38393,Top order Batter,Wicketkeeper,,,,,,
0,Molly Strano,"October 05, 1992",31y 1d,Right hand Bat,Right arm Offbreak,382231,Bowler,,,,,,,
0,Matthew Scott Wade,"December 26, 1987, Hobart, Tasmania",35y 284d,Left hand Bat,Right arm Medium,230193,Wicketkeeper Batter,Wicketkeeper,,,,,Wadey,1.7 m
0,Muhamad Syahadat Ramli,"March 24, 1994, Keluang Johor",29y 196d,Right hand Bat,Right arm Offbreak,348125,,,,,,,,
0,Michael Tawanda Chinouya,"June 09, 1986, Kwekwe",37y 119d,Right hand Bat,Right arm Fast medium,55353,Bowler,,,,,,,
0,Max Thomas Charles Waller,"March 03, 1988, Salisbury, Wiltshire",35y 217d,Right hand Bat,Legbreak,297581,Bowler,,,,Millfield School; Bournemouth University,,,6ft 
0,Matthew Thomas Gray Elliott,"September 28, 1971, Chelsea, Victoria",52y 8d,Left hand Bat,Left arm Medium,5130,Opening Batter,,,,,,Herb,1.88 m
0,Matthew Thomas Renshaw,"March 28, 1996, Middlesbrough, Yorkshire",27y 192d,Left hand Bat,Right arm Offbreak,722303,Batter,,,,,,,
0,Mark Thomas Steketee,"January 17, 1994, Warwick, Queensland",29y 262d,Right hand Bat,Right arm Fast medium,555853,Bowler,,,,,,,
0,Mudassar Bukhari,"December 26, 1983, Gujrat, Punjab, Pakistan",39y 284d,Right hand Bat,Right arm Medium fast,245166,Allrounder,,,,,,,
0,Mufasir-ul-Haq,"August 16, 1944, Karnal, India",,Right hand Bat,Left arm Fast medium,41309,,,"July 27, 1983, Karachi, (aged 38y 345d)",,,"Umpire, Administrator",,
